Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Shops,Price
1056,27,1,42,32,6,12,1.0,1977,3,135365.22043041277
15036,6,1,48,32,6,9,25.0,1977,3,135164.78086817026
7573,140,1,40,22,8,7,9.0,1977,6,209191.1286235436
10092,26,1,35,22,6,2,5.0,1966,2,139561.79831981953
11339,105,3,74,47,8,7,16.0,1991,2,347583.0080499938
15287,6,1,39,39,6,6,17.0,1977,3,121825.10771693016
16458,1,1,44,32,6,2,17.0,1977,1,164684.82198169612
15666,128,4,102,67,10,14,22.0,1991,8,427873.8403752413
1316,146,2,55,31,8,16,17.0,1990,10,308805.5491268649
8281,90,2,46,30,6,4,5.0,1967,2,175521.60423237778
14464,88,1,41,32,6,23,23.0,1977,9,244477.4870421133
5844,25,2,65,58,6,14,1.0,2017,11,240564.11943190428
9756,27,1,45,22,7,10,10.0,1977,3,125266.57245470805
11237,24,1,42,22,8,4,12.0,1982,3,191423.40581808265
13355,27,2,64,32,6,10,1.0,1977,3,223719.77929296237
1342,111,1,40,18,8,11,21.0,2009,4,252195.6770798662
7509,22,2,52,32,6,2,17.0,1977,3,165025.8489789217
6023,27,1,41,32,6,6,13.0,1977,3,130923.11195856865
7113,62,1,43,44,6,13,12.0,2017,3,113398.50455919633
5950,121,1,44,24,9,7,9.0,1961,7,233656.0340077259
10560,52,1,42,32,6,7,17.0,1977,5,135796.27916590706
8940,34,1,26,32,6,18,13.0,1977,11,175399.64345349252
4734,58,1,39,21,7,14,14.0,1996,2,129568.85670470426
3327,145,1,41,20,8,18,17.0,1998,3,174921.8299280757
9517,46,1,37,24,6,10,9.0,1979,1,162840.31660016338
14992,27,1,47,32,6,9,1.0,1977,3,146688.82378158002
11365,6,2,61,32,14,5,17.0,1977,3,188584.13282943805
7583,23,3,70,69,6,1,9.0,2015,3,102837.71717560336
1999,67,2,52,32,9,4,13.0,2007,4,247611.3380109257
11749,23,1,47,32,6,4,4.0,1977,3,111207.56542067883
14349,88,1,35,17,6,7,12.0,1975,9,156473.57108707615
1043,67,2,50,31,8,2,9.0,1978,6,189133.5433669048
8634,23,3,67,43,15,12,12.0,2017,3,127910.74809711176
13942,63,1,48,48,10,13,17.0,2016,6,257428.99434669386
15492,74,1,50,32,6,8,22.0,1977,2,166683.80871116393
4643,30,1,33,17,7,7,8.0,1961,23,193885.49963248774
2173,181,2,62,39,6,7,9.0,1948,5,541173.3193911902
8887,128,2,55,30,8,17,17.0,1992,8,264622.7392289822
12449,84,3,83,48,12,14,17.0,2011,1,249096.1796459868
15623,23,2,55,32,6,2,4.0,1977,3,115797.55300554553
8394,5,3,62,44,7,4,7.0,1957,5,314422.3670144404
12428,94,2,39,26,6,12,14.0,1982,6,204804.84335521163
2957,129,1,39,22,7,4,14.0,2009,5,161242.23953283086
5188,22,2,60,32,6,3,17.0,1977,3,193036.56814969337
5639,130,1,37,21,10,9,12.0,1972,11,188407.76496064352
1607,53,1,42,32,6,6,22.0,1977,3,199988.23270257167
1220,30,2,55,32,6,2,1.0,2015,23,161365.57481159663
569,6,3,82,32,6,5,1.0,1977,3,223906.40005683628
16377,178,2,42,27,6,4,5.0,1977,5,204858.5242379245
691,27,2,58,32,6,6,19.0,1977,1,123659.19010464227
5357,24,3,58,41,6,4,5.0,1965,3,207449.58612630703
7900,10,3,58,41,6,9,9.0,1973,11,236867.91638845816
7970,124,2,45,32,6,7,12.0,1965,3,231673.0311760141
8008,69,3,75,47,10,12,17.0,1991,9,411880.5586631722
16103,27,2,63,34,12,14,17.0,1977,3,153808.64270645208
13283,52,3,84,32,6,4,17.0,1977,5,183906.7857159997
6876,30,2,54,52,6,10,17.0,1977,23,203578.3619212029
13071,152,3,56,42,6,4,9.0,1967,5,341383.1147444055
11125,8,1,36,25,6,2,5.0,1962,5,136477.72431145306
11450,91,1,34,18,6,6,5.0,1966,5,141240.71024718677
361,100,1,37,17,9,11,12.0,1972,3,247758.87359181212
14424,21,2,47,32,6,11,2.0,1970,4,215842.76718877573
3626,27,1,42,32,6,7,1.0,1977,3,113384.54220449766
61,1,1,54,55,6,4,1.0,2017,1,170313.28886098106
2476,107,2,44,29,6,8,9.0,1967,3,221303.29156800726
2315,119,1,34,22,6,4,5.0,1962,5,145003.00442454434
14969,9,3,86,32,6,5,1.0,1977,4,238084.2083015009
1007,111,2,49,30,6,3,12.0,1974,11,235441.42863276173
8619,30,3,77,32,6,23,25.0,1977,23,192887.12548700933
5116,41,2,45,28,6,5,9.0,1970,3,204797.09285900398
12944,113,1,40,22,8,11,17.0,1999,1,202906.219573144
14945,6,3,83,45,12,4,17.0,2015,3,229706.6850050141
11891,38,1,48,17,10,16,17.0,2018,7,239061.9685518522
9598,48,1,42,23,6,8,15.0,2008,10,230123.9976380807
1253,84,2,45,28,6,4,5.0,1960,6,213784.43220849888
10556,156,1,41,21,7,11,17.0,2004,19,254023.5400289195
4400,1,1,45,16,11,9,22.0,1977,3,99188.61332987274
11696,6,3,78,46,12,17,1.0,2017,3,218825.88604211065
15840,1,1,43,43,6,2,1.0,2019,1,142003.76994013097
15171,1,1,41,39,6,10,17.0,1977,1,143194.06880385385
3461,12,2,56,58,9,6,14.0,1995,15,240450.53323161692
7414,9,2,50,31,8,21,14.0,1996,11,261106.08285531282
12111,12,1,40,20,8,9,12.0,1997,15,191773.82843002668
9861,65,2,36,23,6,5,9.0,1969,4,268187.2904690545
7592,48,3,95,94,6,3,1.0,2014,10,463959.18634767114
3973,1,2,62,31,10,14,14.0,2014,1,92127.0617882676
16018,190,3,76,53,6,10,8.0,1933,5,526438.4589186045
10285,30,1,32,32,6,4,19.0,1977,23,105921.01821045153
70,44,1,42,23,8,7,16.0,1978,3,200662.0249986175
14095,29,2,58,31,9,2,9.0,1981,2,227286.36548562945
2293,80,1,36,20,9,9,16.0,1980,5,170743.15719420428
8095,101,1,39,23,6,4,5.0,1977,2,149302.91512826507
14177,27,2,67,40,16,13,17.0,2014,3,132858.3417247801
899,121,1,39,20,8,5,12.0,1985,7,227334.14947813065
7238,9,2,63,58,6,3,1.0,1977,4,183697.03189632032
848,94,1,38,21,9,7,16.0,1977,3,147480.76147546998
15737,30,3,53,32,6,12,1.0,2015,23,179421.54400650295
13042,102,3,93,95,10,4,3.0,2017,6,172374.77467622785
12744,6,2,62,32,6,26,25.0,2014,3,177378.17501894297
7322,38,2,56,32,9,5,17.0,2009,7,275123.6398179179
6493,155,3,76,56,8,3,5.0,1960,6,463351.8798377778
14833,1,1,40,32,6,10,17.0,1977,1,162976.93238801914
827,27,1,39,20,9,8,16.0,1975,3,228352.81638343172
5337,79,1,32,21,6,5,5.0,1968,5,140435.13102757224
6161,62,1,49,26,11,1,17.0,2016,3,96361.8107602309
14109,62,1,47,43,6,6,1.0,1977,3,128813.57022387734
8939,23,2,66,35,12,11,17.0,2008,2,105662.64861110623
5625,3,2,55,30,8,10,17.0,1986,3,200417.45226930766
15789,129,1,42,20,8,13,14.0,2012,5,164021.2019789386
9508,34,3,84,47,10,8,9.0,2005,11,357031.7756010781
3483,125,3,63,45,6,1,9.0,1971,5,88967.92179704596
12050,23,2,94,49,14,16,25.0,2011,2,143534.94075636019
9578,44,1,40,24,6,4,9.0,1978,3,167161.765763376
14162,23,2,57,32,6,4,1.0,1977,3,114907.78962301582
16125,53,2,65,44,13,17,24.0,2017,3,277153.8012596597
9859,48,1,40,20,8,13,16.0,1989,10,204988.8017086798
15829,104,3,75,45,9,2,9.0,1985,3,468039.07550045673
15114,13,1,40,23,8,7,17.0,1999,15,181058.00757746148
13327,27,2,85,42,15,1,3.0,2013,3,186144.530891108
995,26,1,35,22,10,2,12.0,1966,2,150828.48105244266
1790,23,2,53,54,6,3,12.0,2016,3,97358.11420520133
6662,22,1,39,32,6,2,17.0,1977,3,136715.020469339
15938,6,1,49,32,6,9,17.0,1977,3,145532.74986166865
11181,1,1,40,32,6,6,17.0,1977,1,155385.23366660872
6657,27,2,61,62,10,7,22.0,2016,3,184708.7912562285
1807,40,2,46,35,6,5,9.0,1964,3,218643.6960655969
15193,195,3,75,44,9,5,7.0,1917,8,486057.12988799094
14543,120,4,96,53,17,4,5.0,1918,3,376419.535841873
4708,9,2,55,28,9,15,15.0,2008,4,195960.29534486195
8598,90,1,32,24,6,8,9.0,1967,2,159623.08159881574
11516,173,2,66,38,8,6,8.0,1960,4,426779.6757908049
13809,7,3,65,44,6,2,10.0,1969,9,219270.44871459148
2644,105,2,47,33,6,3,9.0,1969,2,206284.95489203333
13657,56,3,77,46,10,12,17.0,1987,6,510424.28064500116
6978,1,1,42,32,6,7,17.0,1977,1,141483.4418660463
6644,1,2,61,63,6,19,17.0,2015,1,194094.75535845704
13574,48,2,45,30,6,8,9.0,1979,10,243148.5551072325
9850,41,2,55,30,10,9,16.0,1985,3,262260.6704175361
10322,27,2,125,125,12,4,5.0,1977,3,164845.78272736428
1389,66,2,55,32,9,13,16.0,1989,3,304991.6731620647
15167,27,1,46,32,6,15,1.0,1977,3,143327.71105320414
5171,94,1,41,32,6,2,1.0,1977,6,175229.74252825757
15212,61,3,61,38,6,7,9.0,1976,9,248501.65416337995
6574,27,1,39,38,10,8,17.0,1977,3,110967.15299231613
2583,8,1,38,22,9,13,12.0,1970,5,148342.6112878998
8623,30,2,65,32,6,13,1.0,1977,23,185587.28668860183
1493,34,3,97,91,6,6,4.0,2016,11,347575.89293021144
204,6,3,78,32,6,10,17.0,1977,3,218209.50164159152
1335,48,2,46,29,6,6,1.0,1981,10,272671.89016792487
9201,61,2,54,34,8,6,17.0,1996,9,295824.30971686944
11841,1,3,116,67,16,8,16.0,2010,3,214930.02323762025
6687,52,1,42,20,8,11,17.0,1988,5,167178.37655820776
15059,90,1,37,22,9,3,12.0,1969,2,189627.71982738856
15246,1,2,64,65,6,12,24.0,1977,1,219119.83843267022
884,52,2,67,32,6,16,15.0,2015,5,220658.16042073548
8810,11,1,40,23,9,5,12.0,1970,5,182272.6101742069
14977,45,3,75,77,6,25,25.0,1977,2,444437.9783709682
5189,47,1,42,19,8,8,19.0,2009,3,176570.40527374484
16405,70,1,39,21,8,4,12.0,1976,5,201384.48960847367
4676,6,3,76,75,6,5,17.0,2017,3,197996.6860148766
1372,39,1,33,21,6,10,9.0,1973,2,143120.9047238132
16262,74,1,49,32,6,15,17.0,1977,2,158724.8991363692
9542,44,2,47,28,6,11,9.0,1969,3,230594.3331039057
7660,47,1,43,24,8,7,12.0,1981,16,177599.76661965266
12367,56,2,57,32,9,7,17.0,1986,6,348249.1226812334
7208,134,2,53,31,11,14,16.0,1975,8,349860.97427350515
13126,108,1,42,16,10,2,17.0,2009,1,84747.82408300624
10837,53,1,40,22,8,2,12.0,1992,10,193508.0333655659
13384,70,2,50,30,8,18,22.0,1984,5,308191.03668484715
9444,6,1,49,32,6,7,17.0,1977,3,154603.65911062024
16061,92,2,42,24,7,9,12.0,1973,5,211672.68392243687
15850,57,2,57,31,8,7,12.0,1984,4,223792.82270907308
14974,22,1,38,32,6,19,20.0,1977,3,137778.6626264968
9618,99,3,60,45,6,2,9.0,1970,4,211387.1736970419
6879,2,1,30,12,6,4,5.0,1967,9,149976.6045201827
10537,30,1,52,50,6,15,25.0,1977,23,150556.7199704903
3355,53,1,39,36,6,19,18.0,2019,3,180600.18111804913
14521,9,2,61,32,6,6,11.0,1977,4,171744.31545111266
2516,3,1,42,21,10,3,14.0,1984,2,225889.6912453254
10587,93,1,40,21,8,8,12.0,1984,3,148458.94101965794
11316,22,1,41,32,6,17,17.0,2015,3,122246.60499657113
7362,11,1,32,22,6,6,9.0,1973,1,140414.24116941882
14530,23,3,73,71,6,3,3.0,2019,3,107265.036505866
3234,23,2,67,32,6,5,17.0,1977,2,225420.06403393988
2605,29,1,34,22,6,5,5.0,1964,2,136545.28796189444
7556,145,2,55,30,8,11,17.0,1998,5,241056.0422181488
9681,143,2,42,32,6,3,9.0,1969,1,227464.0706605804
8293,1,2,65,32,6,4,17.0,1977,1,193318.00033269753
456,6,2,81,32,6,4,13.0,1977,3,212864.79911168013
3091,62,3,105,32,6,9,13.0,1977,3,265689.0226171058
6985,6,2,62,32,6,10,17.0,1977,3,186410.64033257414
16662,59,3,83,51,10,12,25.0,2011,6,86902.57888908463
14473,27,2,65,32,6,9,1.0,1977,3,198730.68884152686
8110,2,2,57,36,9,17,16.0,1980,9,250332.2281363649
5771,23,2,52,32,6,13,12.0,1977,3,98688.88686795176
10293,9,2,50,35,8,8,12.0,1968,3,157870.21616002204
4633,7,1,44,24,8,5,14.0,2004,9,212466.43293438735
5693,135,2,55,35,9,8,17.0,1991,19,385774.0022230474
2328,14,1,34,20,6,1,5.0,1959,5,143799.07018203865
8989,62,1,42,22,9,13,14.0,1978,5,178410.77881183734
10941,23,1,31,32,6,14,12.0,1977,3,76228.91831441359
15552,45,3,83,51,9,13,14.0,1982,3,391982.64818400115
2208,90,1,36,20,9,12,9.0,1969,2,154162.23660635814
9003,27,1,39,19,9,15,22.0,2017,1,100735.23829268893
8649,23,1,46,18,8,13,17.0,2014,2,95380.22099316985
4456,113,2,45,29,6,7,5.0,1961,7,204655.82663176671
886,84,2,57,33,7,3,5.0,1957,6,274453.1752572162
3305,8,1,38,23,7,12,17.0,2008,2,181726.76398587693
6478,30,1,53,50,10,15,17.0,2015,23,125239.37940017715
5340,114,2,46,43,6,6,7.0,1962,3,249964.36533545106
12138,44,2,44,31,6,4,5.0,1962,1,188012.58459815144
12610,61,3,65,39,8,6,9.0,1976,9,266705.08697586285
6241,23,1,37,32,6,3,4.0,2016,3,96563.36781006184
1219,23,3,69,45,8,2,4.0,2017,3,110601.73057260754
9600,62,1,55,43,10,6,17.0,2020,3,138770.71504802967
7011,1,2,62,32,6,18,22.0,1977,1,156648.05678592704
11581,24,1,41,23,8,10,12.0,1978,3,217607.4088961254
12415,66,2,51,29,9,7,12.0,1977,3,274720.1181590791
15360,27,1,31,14,6,21,27.0,2015,3,85762.96578029383
9030,28,1,40,41,6,12,1.0,2016,3,189276.0586337886
6159,18,1,41,20,9,13,13.0,2000,5,189050.28957129625
2635,96,1,42,23,8,5,12.0,2003,4,172894.05975500876
13048,109,2,56,32,9,10,17.0,2001,1,120035.83755002738
2907,22,2,61,32,6,7,17.0,1977,3,186133.24386801547
4946,27,3,97,59,13,4,12.0,2014,3,157740.44034789724
14490,23,2,50,32,6,3,12.0,1977,3,109676.01595653905
13299,138,1,24,12,6,5,20.0,1973,2,125586.78308629793
9603,35,1,34,18,6,7,9.0,1977,11,143805.157012055
3791,45,2,66,32,6,16,13.0,1977,2,371285.58116073493
14239,1,3,83,32,6,13,17.0,1977,1,255102.40670870608
6133,7,2,53,34,8,16,17.0,1995,9,250830.67685920105
157,58,1,38,18,9,2,10.0,2007,3,135092.1473814451
32,25,3,88,32,6,21,25.0,2019,11,323536.76683847763
10177,27,1,41,39,10,17,17.0,1977,1,91263.35394372608
7594,53,5,39,39,6,5,1.0,1977,3,206148.84571638246
12218,55,1,36,22,9,16,16.0,1979,4,163882.0031222931
5164,29,1,34,19,6,7,9.0,1975,2,157029.53359870386
8789,58,1,42,24,8,7,12.0,1982,2,147584.98830430445
6630,27,2,76,32,6,2,1.0,1977,3,174685.74514084109
6577,52,1,44,32,10,10,17.0,2015,5,116715.82422297182
12261,1,1,43,32,6,12,17.0,1977,1,128124.57333670493
2285,62,2,77,32,6,6,6.0,2017,3,178912.36908081267
14058,121,1,41,19,10,2,22.0,2000,7,212130.0066829779
11563,8,1,50,41,6,32,32.0,2008,2,97480.84579121423
8545,74,2,57,36,9,4,17.0,1992,5,224306.43482957434
14737,1,3,79,32,6,13,17.0,1977,1,276242.22321348556
15183,47,2,48,28,6,1,5.0,1965,5,174651.8780371676
14525,28,1,43,23,8,14,14.0,1973,3,180928.2635744801
5123,27,1,47,32,6,12,16.0,2015,3,159143.8053701001
3699,1,1,42,38,6,8,17.0,1977,1,159350.91718986188
6641,54,3,118,32,6,2,13.0,1977,6,571069.0526003882
3542,57,2,58,34,11,5,14.0,2004,4,282286.2689662211
2089,138,1,38,22,8,14,16.0,1981,2,204576.4181813763
1665,21,3,57,38,6,2,9.0,1973,5,197881.6275718629
6545,30,1,41,32,6,3,17.0,1977,23,86144.25304023226
438,57,3,81,49,12,11,15.0,2001,15,365582.8755048907
10585,88,1,38,19,9,12,16.0,1985,9,190578.01295747128
8116,62,1,35,21,9,15,16.0,1978,5,203190.65092577558
11997,1,3,80,79,12,8,12.0,1977,1,259699.29771493532
16550,27,3,81,32,6,9,17.0,2016,3,217357.49236620762
6949,10,3,78,47,10,9,17.0,1990,11,367585.6205546407
15300,78,1,41,19,7,5,17.0,2005,2,186839.10947964285
13020,122,2,57,34,8,10,10.0,1997,8,257959.41615052024
11232,45,2,46,29,6,4,5.0,1970,2,206275.1210179007
8584,21,1,31,17,6,5,5.0,1959,4,136450.51699030946
9478,78,2,58,30,9,14,16.0,2005,2,244149.8991805031
661,6,1,49,43,6,15,25.0,2017,3,154119.3122533364
7412,56,1,41,21,7,9,22.0,1992,6,230738.3774038007
8084,6,2,67,32,6,3,17.0,1977,3,190349.79422228306
8251,57,2,53,31,9,3,12.0,2001,15,236226.13664765807
3233,129,4,52,87,6,3,3.0,2011,5,423443.46436694695
9019,27,3,82,32,10,5,20.0,1977,3,244604.2168920136
11992,113,2,50,35,8,13,14.0,1973,1,306528.4974713732
2265,1,3,83,32,6,12,17.0,1977,1,231115.38106201802
4195,2,2,41,28,6,7,9.0,1965,9,224564.3114488081
5318,2,2,44,31,6,2,5.0,1963,5,190686.6492933211
6795,1,2,52,32,6,14,17.0,1977,1,190205.81873130388
1977,27,1,39,19,9,4,17.0,2015,3,139044.68642780127
1978,53,3,76,47,8,9,12.0,1977,3,351385.7305329232
6802,1,2,63,32,10,7,17.0,2015,1,205601.7001210808
15085,27,1,44,45,10,4,17.0,2017,3,140685.56774586404
2885,23,3,77,78,6,5,25.0,1977,2,183040.05089222762
2404,23,2,55,32,6,3,4.0,1977,3,95744.16797280964
15607,61,1,43,21,9,7,14.0,1978,9,195152.9203302623
13508,109,1,45,19,9,8,24.0,2012,6,311895.44145045825
15400,2,1,31,15,6,2,9.0,1973,6,165112.87010603384
820,119,2,47,34,6,5,5.0,1960,5,188753.1630208684
11520,46,3,59,46,6,2,9.0,1970,5,103868.77940239801
11408,130,1,33,20,6,6,5.0,1962,7,172778.17018363913
9128,27,2,61,34,11,14,17.0,2016,3,152685.2493918778
11141,122,3,113,67,11,12,14.0,1999,8,362500.1836277193
12093,20,2,79,41,11,5,21.0,2014,5,320875.1742663221
13583,27,2,58,32,6,11,17.0,2017,3,142789.94897720768
4440,139,3,66,42,7,2,5.0,1960,3,294520.6610111213
11909,9,3,63,39,8,13,12.0,1985,1,215228.12749480526
11187,27,3,83,52,8,5,9.0,2000,4,337030.70711224823
10383,48,3,63,43,6,7,9.0,1981,10,303689.72130822594
5069,23,2,73,37,10,5,17.0,2010,2,256017.8137527494
16726,119,2,51,32,6,10,9.0,1973,3,169089.592664422
5096,66,2,94,47,17,9,11.0,2015,7,581926.2858563911
10886,34,1,36,15,9,9,17.0,1998,11,184806.9932418902
762,37,3,50,38,6,1,9.0,1974,3,68580.78152118537
8308,27,1,42,32,10,12,20.0,1977,3,118594.79935452835
5376,93,2,170,32,6,3,2.0,1977,3,194582.91275647297
4920,46,1,34,21,6,7,9.0,1967,5,152163.17470664534
12379,23,1,39,42,6,4,3.0,2015,3,115966.64943831589
15802,94,2,41,26,6,13,14.0,1980,6,194837.75236990547
14391,85,3,63,45,6,4,9.0,1979,7,272987.5205712006
12084,28,1,31,15,6,5,5.0,1969,3,154841.32142049912
7244,46,1,40,22,10,17,22.0,1987,1,186543.7650468409
6612,27,2,59,32,6,15,19.0,1977,1,135784.32093002618
8255,30,1,38,32,6,9,15.0,2014,23,100686.91823432253
15803,105,3,70,50,7,5,16.0,1978,2,259926.5343015213
15994,1,3,80,32,10,18,17.0,2015,1,233523.19605924585
12570,62,3,137,136,15,4,3.0,1977,3,295412.6336009355
10312,8,3,85,44,10,9,14.0,2006,2,402907.39050514007
15335,6,1,40,32,6,17,17.0,2016,3,125715.33146637418
9188,75,3,78,41,10,16,16.0,1999,3,357546.5115165373
9556,6,1,41,32,6,2,17.0,1977,3,122043.10575448215
1508,123,3,97,53,11,9,12.0,2008,4,487997.9988169182
1130,134,1,40,32,6,3,17.0,1977,7,116994.0849953335
12039,121,1,34,20,6,5,5.0,1964,7,166271.53910329653
14552,190,2,62,32,6,5,20.0,1977,5,193687.0373241648
7495,111,2,59,34,8,4,9.0,1957,11,379403.2053162268
14996,3,1,28,10,6,5,9.0,1972,2,125722.66146616868
8512,27,1,43,19,9,15,17.0,2013,3,123267.22203648939
1453,62,3,106,103,6,5,17.0,2016,3,248765.0072603553
16120,8,1,34,19,6,6,5.0,1966,2,149242.53059124632
372,23,2,57,52,6,5,1.0,2015,3,93636.19952094727
1881,85,2,51,28,6,2,9.0,1976,7,184898.4683219903
8218,1,2,67,68,6,8,24.0,1977,1,221271.01920003
8641,169,2,65,38,12,4,17.0,2001,5,313273.3221987425
11264,9,1,40,21,10,2,17.0,2008,4,87244.78402719341
11403,42,2,54,33,9,5,12.0,2008,3,217007.67532592735
4236,8,1,40,19,7,12,17.0,2002,5,188108.3826147756
11230,41,2,39,24,6,13,12.0,1973,1,197434.86865470101
1377,91,1,36,22,9,1,12.0,1969,8,147017.75806108903
13899,1,3,87,40,15,8,18.0,2019,1,293992.26217514946
15355,52,1,37,32,6,1,17.0,1977,5,97310.94198489486
11759,25,1,28,32,6,14,22.0,1977,11,131290.87996093044
5159,85,3,64,44,6,6,9.0,1977,7,143728.76505839246
9878,124,2,51,32,7,3,12.0,1972,3,244233.78007327425
7454,1,3,80,32,6,10,17.0,1977,1,236242.8795958521
2,2,1,34,16,6,5,18.0,1969,5,174548.96633887495
9821,6,3,86,46,9,12,17.0,2013,3,215838.18674375192
3790,55,1,38,18,10,11,12.0,2000,4,155077.66708170346
223,82,3,70,47,7,17,16.0,1977,10,368586.5016250979
477,46,2,58,36,10,8,22.0,2008,1,305222.4598438969
10875,135,2,37,23,7,10,9.0,1968,19,241941.30724467355
1543,96,1,44,21,8,4,12.0,2006,4,173664.7384840965
404,1,1,37,41,6,12,17.0,2018,1,143516.11313283484
6243,27,2,55,33,12,6,17.0,2015,3,157892.49954592626
910,61,2,50,32,6,8,12.0,1979,9,217712.09961680853
12908,61,2,53,34,8,5,12.0,1979,9,225566.52084982104
14030,1,1,46,32,6,6,22.0,1977,1,128965.71766093955
7619,47,2,54,33,8,1,12.0,1978,16,100471.95261307227
11698,23,1,29,31,6,12,17.0,2018,3,66969.10112351821
16605,23,2,55,54,6,5,17.0,2015,3,112509.01881408184
15259,41,2,52,34,9,3,12.0,2008,3,261238.4185271385
5392,28,2,65,33,9,17,23.0,2010,3,321966.6045022605
11287,17,3,66,43,7,7,13.0,1979,2,90008.83660431387
8117,103,3,70,48,9,7,12.0,1971,3,355241.84340634634
13373,63,2,62,35,10,4,17.0,1999,6,331120.53907298826
4415,6,1,40,20,7,10,17.0,2013,3,122201.72191238734
15535,31,3,55,41,6,6,5.0,1960,1,305054.4967190202
7520,23,1,42,22,8,6,17.0,2014,2,116270.75393477535
12009,105,1,35,23,6,7,5.0,1963,2,149785.0334193
9350,27,2,62,32,6,3,12.0,1977,3,137399.58824403628
14762,27,2,62,32,6,4,1.0,1977,3,212572.26022588307
13405,1,1,47,32,6,20,22.0,1977,1,156789.6319812106
595,15,2,54,31,9,3,14.0,2007,3,231155.220798704
6730,44,2,58,31,10,8,17.0,1990,3,332119.8821106921
4564,61,2,55,31,9,9,22.0,2010,9,287716.41393256054
16167,52,1,40,32,6,12,17.0,1977,5,112257.52237397783
16308,41,3,61,43,6,9,9.0,1974,3,74740.39248734327
2920,120,1,50,32,6,9,16.0,2015,11,340609.46386034857
5494,77,3,64,46,6,6,12.0,1977,16,185907.41013824687
9186,33,1,32,32,6,10,8.0,1977,10,170842.81733150684
8268,23,1,41,32,6,9,17.0,1977,2,117416.2950325942
11695,52,1,38,40,6,8,17.0,2018,5,119472.14641360658
11850,30,2,65,32,6,6,17.0,2017,23,203249.9634083933
1296,52,2,67,32,6,13,17.0,1977,5,183794.366241372
15657,21,3,62,45,6,4,9.0,1972,5,211598.02661819145
2699,109,2,59,34,10,4,17.0,1978,6,369192.90031566884
5970,30,3,78,32,11,9,22.0,1977,23,165451.62394812587
12301,34,1,29,32,6,25,25.0,2016,11,179573.8414865316
11578,168,2,57,52,6,4,1.0,2016,11,95630.51938552488
10345,1,3,122,32,6,7,13.0,1977,1,437730.06453229376
13036,1,2,62,32,6,11,17.0,1977,1,188189.00807600984
14512,128,2,68,37,11,15,15.0,2005,8,361357.1623347149
766,96,3,78,48,11,10,9.0,2007,4,299145.6032226798
6294,108,3,72,50,7,7,8.0,1961,1,448138.3724638318
14563,188,1,34,15,6,11,12.0,1970,5,272459.3107812235
2705,6,2,64,61,6,12,17.0,2015,3,164356.2122210578
10607,30,3,81,32,6,7,25.0,1977,23,219075.42898355983
9635,47,2,53,31,8,14,12.0,1979,3,132782.67541027322
13934,53,3,62,36,6,8,9.0,1970,10,276500.91308054904
13606,139,3,54,34,6,2,9.0,1969,3,204632.63974712254
2521,129,2,53,35,6,7,9.0,1970,5,307297.04684873496
9336,90,1,40,20,8,7,16.0,1979,2,173409.5316562938
13017,54,3,68,48,8,1,4.0,1950,6,160694.58454774346
14731,58,2,80,78,6,9,9.0,1977,5,162139.92877789974
6134,52,1,44,32,10,14,17.0,2015,5,116920.10541324412
3678,96,3,74,46,10,13,17.0,1994,4,302606.9208323544
2338,103,3,70,44,8,11,16.0,1986,3,342981.42903778143
1436,28,3,89,49,10,14,23.0,2007,3,447005.04273110116
2498,30,1,48,43,10,3,17.0,1977,23,120686.03112614574
335,34,3,81,32,6,5,1.0,1977,11,314648.9568059164
11310,17,3,86,46,10,10,16.0,1982,2,379723.1716414729
1960,8,3,62,46,6,2,9.0,1968,5,208781.2990766896
2806,8,2,48,31,6,9,12.0,1969,5,200777.31909399122
14550,1,2,66,32,6,6,17.0,1977,1,177771.3513743754
14100,93,1,39,21,8,9,17.0,1985,3,130416.07318200008
11721,21,1,36,22,6,4,9.0,1972,5,144307.41901516734
6729,86,2,57,33,7,9,8.0,1958,7,117579.39779781755
13778,140,2,45,28,6,4,5.0,1965,5,211927.43052996573
4160,101,3,81,54,7,4,5.0,1958,2,353927.73469466966
15467,27,1,48,18,6,16,16.0,2014,3,143622.60240056444
1364,1,3,86,32,6,7,20.0,1977,1,262308.5477459107
728,33,2,46,48,10,3,10.0,2019,10,197111.11794110085
4329,27,2,67,29,6,2,10.0,2016,3,161884.91034616335
2483,128,1,39,21,7,18,17.0,1991,8,171087.84987511788
15269,111,1,45,21,10,11,22.0,2005,4,250391.98783849372
6440,23,1,41,32,6,21,25.0,1977,2,119207.5184715648
5989,6,1,39,32,6,17,25.0,2016,3,136206.66678229775
16297,150,3,76,46,10,16,13.0,1978,9,381574.81771061313
12060,74,1,53,24,13,13,17.0,2015,2,167395.11080638276
15674,10,2,51,29,7,12,12.0,1975,11,221674.6272412796
12983,44,1,31,19,6,7,5.0,1963,3,156904.15191716715
3583,96,2,54,34,9,7,17.0,2005,4,245334.6919220216
3470,134,1,40,41,6,8,17.0,1977,7,133193.85132475715
14078,114,1,37,20,9,4,12.0,1972,3,210345.04827273515
11109,124,2,46,27,6,7,5.0,1967,3,228077.5097228638
6535,47,2,56,33,8,18,16.0,1982,3,266994.2835755832
7398,6,1,38,32,6,17,17.0,1977,3,135752.64890528718
14197,62,2,63,32,10,10,1.0,1977,3,198577.2280679007
3748,66,1,40,22,8,9,14.0,1979,3,205603.24910914077
